scope,addr,group,group_basis,comment,evidence
OemACPIDriverSmm,0x15D4,OemACPIDriverSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACPIDriverSmm/000015D4.asm; bios/decompiled/OemACPIDriverSmm.c
OemHddHeadParkSmm,000015D4,dispatch-tables,type,the `type` column already names this family,bios/ghidra/listings/OemHddHeadParkSmm/000015D4.asm; bios/decompiled/OemHddHeadParkSmm.c
OemACPIDriverSmm,0x1618,OemACPIDriverSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACPIDriverSmm/00001618.asm; bios/decompiled/OemACPIDriverSmm.c
OemACPIDriverSmm,0x1648,dispatch-tables,type,the `type` column already names this family,bios/ghidra/listings/OemACPIDriverSmm/00001648.asm; bios/decompiled/OemACPIDriverSmm.c
OemACPIDriverSmm,0x1684,OemACPIDriverSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACPIDriverSmm/00001684.asm; bios/decompiled/OemACPIDriverSmm.c
OemServiceSmm,0x16BC,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000016BC.asm; bios/decompiled/OemServiceSmm.c
OemHddHeadParkSmm,00001730,OemHddHeadParkSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHddHeadParkSmm/00001730.asm; bios/decompiled/OemHddHeadParkSmm.c
OemServiceSmm,0x1824,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00001824.asm; bios/decompiled/OemServiceSmm.c
OverClockSmiHandler,0x000018B0,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/000018B0.asm; bios/decompiled/OverClockSmiHandler.c
OemServiceSmm,0x19A8,arithmetic,type,the `type` column already names this family,bios/ghidra/listings/OemServiceSmm/000019A8.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x19FC,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000019FC.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00001B1C,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00001B1C.asm; bios/decompiled/Setup.c
OemServiceSmm,0x1C4C,dispatch-tables,type,the `type` column already names this family,bios/ghidra/listings/OemServiceSmm/00001C4C.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x1CFC,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00001CFC.asm; bios/decompiled/OemServiceSmm.c
DxeOverClock,0x00001E28,DxeOverClock,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/DxeOverClock/00001E28.asm; bios/decompiled/DxeOverClock.c
OverclockInterface,0x1E48,OverclockInterface,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverclockInterface/00001E48.asm; bios/decompiled/OverclockInterface.c
DxeOverClock,0x00001E94,DxeOverClock,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/DxeOverClock/00001E94.asm; bios/decompiled/DxeOverClock.c
DxeOverClock,0x00001EE4,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/DxeOverClock/00001EE4.asm; bios/decompiled/DxeOverClock.c
OemServiceSmm,0x1F08,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00001F08.asm; bios/decompiled/OemServiceSmm.c
OverclockInterface,0x1F1C,OverclockInterface,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverclockInterface/00001F1C.asm; bios/decompiled/OverclockInterface.c
DxeOverClock,0x00001F44,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/DxeOverClock/00001F44.asm; bios/decompiled/DxeOverClock.c
DxeOverClock,0x00001F78,DxeOverClock,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/DxeOverClock/00001F78.asm; bios/decompiled/DxeOverClock.c
OemServiceSmm,0x2028,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00002028.asm; bios/decompiled/OemServiceSmm.c
DxeOverClock,0x00002060,DxeOverClock,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/DxeOverClock/00002060.asm; bios/decompiled/DxeOverClock.c
DxeOverClock,0x000021B8,DxeOverClock,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/DxeOverClock/000021B8.asm; bios/decompiled/DxeOverClock.c
OemServiceSmm,0x225C,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/0000225C.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x22C4,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000022C4.asm; bios/decompiled/OemServiceSmm.c
DxeOverClock,0x00002370,DxeOverClock,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/DxeOverClock/00002370.asm; bios/decompiled/DxeOverClock.c
DxeOverClock,0x00002484,DxeOverClock,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/DxeOverClock/00002484.asm; bios/decompiled/DxeOverClock.c
OemServiceSmm,0x24F0,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000024F0.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x2648,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00002648.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00002678,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00002678.asm; bios/decompiled/Setup.c
OemServiceSmm,00002804,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00002804.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,000028AC,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000028AC.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,000029CC,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000029CC.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,00002AC4,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00002AC4.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,00002D5C,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00002D5C.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00002E20,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00002E20.asm; bios/decompiled/Setup.c
OemServiceSmm,00002ED4,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00002ED4.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00003020,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00003020.asm; bios/decompiled/Setup.c
OemServiceSmm,0000304C,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/0000304C.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00003230,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00003230.asm; bios/decompiled/Setup.c
OemServiceSmm,00003288,dispatch-tables,type,the `type` column already names this family,bios/ghidra/listings/OemServiceSmm/00003288.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00003458,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00003458.asm; bios/decompiled/Setup.c
OemServiceSmm,0000350C,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/0000350C.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,00003564,dispatch-tables,type,the `type` column already names this family,bios/ghidra/listings/OemServiceSmm/00003564.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,000035D4,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000035D4.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00003648,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00003648.asm; bios/decompiled/Setup.c
OemServiceSmm,0000377C,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/0000377C.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00003868,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00003868.asm; bios/decompiled/Setup.c
OemServiceSmm,00003A08,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00003A08.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,00003A60,dispatch-tables,type,the `type` column already names this family,bios/ghidra/listings/OemServiceSmm/00003A60.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,00003AD8,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00003AD8.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,00003B7C,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00003B7C.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,00003C28,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00003C28.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,00003E24,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00003E24.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,00003E74,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00003E74.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,000040B8,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000040B8.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,000044EC,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000044EC.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,00004580,dispatch-tables,type,the `type` column already names this family,bios/ghidra/listings/OemServiceSmm/00004580.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,00004614,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00004614.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00004618,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00004618.asm; bios/decompiled/Setup.c
Setup,0x00004664,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00004664.asm; bios/decompiled/Setup.c
OemServiceSmm,000046A4,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000046A4.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0000545C,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/0000545C.asm; bios/decompiled/OemServiceSmm.c
OverClockSmiHandler,0x00005530,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00005530.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x000055E0,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/000055E0.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x00005684,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00005684.asm; bios/decompiled/OverClockSmiHandler.c
Setup,0x0000568C,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/0000568C.asm; bios/decompiled/Setup.c
OverClockSmiHandler,0x0000569C,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/0000569C.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x000056AC,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/000056AC.asm; bios/decompiled/OverClockSmiHandler.c
OemServiceSmm,0x5718,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00005718.asm; bios/decompiled/OemServiceSmm.c
OverClockSmiHandler,0x00005720,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00005720.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x00005754,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00005754.asm; bios/decompiled/OverClockSmiHandler.c
Setup,0x00005784,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00005784.asm; bios/decompiled/Setup.c
OverClockSmiHandler,0x00005788,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00005788.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x00005790,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00005790.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x0000579C,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/0000579C.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x000057A0,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/000057A0.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x00005820,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00005820.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x00005830,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00005830.asm; bios/decompiled/OverClockSmiHandler.c
OemServiceSmm,0x5834,dispatch-tables,type,the `type` column already names this family,bios/ghidra/listings/OemServiceSmm/00005834.asm; bios/decompiled/OemServiceSmm.c
OverClockSmiHandler,0x00005874,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00005874.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x000058A4,dispatch-tables,type,the `type` column already names this family,bios/ghidra/listings/OverClockSmiHandler/000058A4.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x000058E4,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/000058E4.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x00005950,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00005950.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x00005A2C,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00005A2C.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x00005A48,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00005A48.asm; bios/decompiled/OverClockSmiHandler.c
OemServiceSmm,0x5B30,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00005B30.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x5BD8,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00005BD8.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x5C20,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00005C20.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x5DF4,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00005DF4.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x5E5C,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00005E5C.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x5ED0,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00005ED0.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00005EE4,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00005EE4.asm; bios/decompiled/Setup.c
Setup,0x00005F1C,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00005F1C.asm; bios/decompiled/Setup.c
OemServiceSmm,0x5F58,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00005F58.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00005FA4,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00005FA4.asm; bios/decompiled/Setup.c
Setup,0x00005FF4,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00005FF4.asm; bios/decompiled/Setup.c
Setup,0x0000619C,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/0000619C.asm; bios/decompiled/Setup.c
Setup,0x00006200,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00006200.asm; bios/decompiled/Setup.c
OemServiceSmm,0x6264,dispatch-tables,type,the `type` column already names this family,bios/ghidra/listings/OemServiceSmm/00006264.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00006518,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00006518.asm; bios/decompiled/Setup.c
OemServiceSmm,0x66D0,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000066D0.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x6774,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00006774.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x6820,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00006820.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x6A1C,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00006A1C.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x6AB8,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00006AB8.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x6B9C,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00006B9C.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00006BC0,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00006BC0.asm; bios/decompiled/Setup.c
OemServiceSmm,0x6C84,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00006C84.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00006D10,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00006D10.asm; bios/decompiled/Setup.c
Setup,0x00006E00,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00006E00.asm; bios/decompiled/Setup.c
OemServiceSmm,0x6E50,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00006E50.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x6F90,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00006F90.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00006FB4,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00006FB4.asm; bios/decompiled/Setup.c
Setup,0x000070F8,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000070F8.asm; bios/decompiled/Setup.c
OemServiceSmm,0x7160,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00007160.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00007230,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00007230.asm; bios/decompiled/Setup.c
OemServiceSmm,0x72F0,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000072F0.asm; bios/decompiled/OemServiceSmm.c
Setup,0x000072FC,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000072FC.asm; bios/decompiled/Setup.c
Setup,0x000073B0,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000073B0.asm; bios/decompiled/Setup.c
Setup,0x000074CC,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000074CC.asm; bios/decompiled/Setup.c
OemServiceSmm,0x7594,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00007594.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x7638,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00007638.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x76E4,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000076E4.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x78E0,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000078E0.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00007918,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00007918.asm; bios/decompiled/Setup.c
OemServiceSmm,0x791C,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/0000791C.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x7964,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00007964.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x7B1C,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00007B1C.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x7BC0,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00007BC0.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00007C50,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/Setup/00007C50.asm; bios/decompiled/Setup.c; ec/annotations/registers.yaml
OemServiceSmm,0x7C6C,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00007C6C.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x7E68,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00007E68.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x7E98,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00007E98.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x7ECC,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00007ECC.asm; bios/decompiled/OemServiceSmm.c
OemServiceSmm,0x7ED0,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00007ED0.asm; bios/decompiled/OemServiceSmm.c
Setup,0x00007ED4,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00007ED4.asm; bios/decompiled/Setup.c
