program,addr,name,sample,insns,linear,in_c,missing,outcome
bank1,ABEE,call_b98d_bfbb_a211_a9b4,annotation,0,,,,vacuous
bank1,ABFB,forward_b5af,annotation,0,,,,vacuous
bank1,ABFF,call_a1f6_94fa_a3f7_aa39,annotation,0,,,,vacuous
bank1,AC0C,ret_only_ac0c,annotation,0,,,,vacuous
bank1,AC0D,forward_d5e1,annotation,0,,,,vacuous
bank1,AC11,write_0680_03_or_04_from_04fe_0490,annotation,2,04FE,04FE,,agree
bank1,AC36,write_1c00_ff_and_0680_04,annotation,2,0490,0490,,agree
bank1,AC6D,set_0681_bit7,annotation,2,1C00,1C00,,agree
bank1,AC83,ret_only_ac83,annotation,0,,,,vacuous
bank1,AC84,ten_step_check_1aaa_889e,annotation,2,0497,0497,,agree
bank1,AD50,caseD_0,stride,0,,,,vacuous
bank1,AD68,round_robin_dispatch_on_0566,annotation,9,0566 AD50,0566,AD50,disagree
bank1,AD77,forwarder_to_b56c,annotation,0,,,,vacuous
bank1,AD7A,forwarder_to_adfd,annotation,0,,,,vacuous
bank1,AD7D,forwarder_to_af06,annotation,0,,,,vacuous
bank1,AD80,forwarder_to_ad8b,annotation,0,,,,vacuous
bank1,AD82,forwarder_to_b2d5,annotation,0,,,,vacuous
bank1,AD85,forwarder_to_b33b,annotation,0,,,,vacuous
bank1,AD88,forwarder_to_c245,annotation,0,,,,vacuous
bank1,AD8B,update_0492_from_0490_0524,annotation,3,0490,0490,,agree
bank1,ADFD,dispatch_on_056a_low3,annotation,2,0490,0490,,agree
bank1,AE16,set_056a_1_on_carry_from_ae2b,annotation,3,0490,0490,,agree
bank1,AE2B,cmp_0436_0437_against_040a_040b,annotation,1,0436,,0436,disagree
bank1,AE42,chain_probes_update_056a_0_1_2,annotation,3,0490,0490,,agree
bank1,AE5F,cmp_0436_0437_against_0544_0545,annotation,1,0436,,0436,disagree
bank1,AE6F,or_r6_into_0496_low5,annotation,5,0496,0496,,agree
bank1,AE78,chain_probes_update_056a_1_3,annotation,3,0490,0490,,agree
bank1,AE92,cmp_0436_0437_against_040c_040d,annotation,1,0436,,0436,disagree
bank1,AEA2,chain_probes_update_056a_2_4,annotation,3,0490,0490,,agree
bank1,AEBC,cmp_0436_0437_against_1_or_test_0514,annotation,2,0497,0497,,agree
bank1,AED9,store_0_to_056a,annotation,3,056A,056A,,agree
bank1,AEE2,set_056a_3_or_0496_low5_0f,annotation,3,0490,0490,,agree
bank1,AEF3,set_056a_3_or_0496_low5_1f,annotation,2,0490,0490,,agree
bank1,AF06,gate_0490_04ff_0505_then_call_b0d1,annotation,2,0490,0490,,agree
bank1,B0D1,step_index_056b_update_0495_0493,annotation,9,0497 056B,0497 056B,,agree
bank1,B1B3,dispatch_0490_low3,annotation,3,0490,0490,,agree
bank1,B202,carry_set_set_043c_4_call_b2a0,annotation,0,,,,vacuous
bank1,B214,set_carry_if_0404_0405_is_0201,annotation,1,0404,,0404,disagree
bank1,B2A0,cmp_0404_vs_0518_then_store_0436,annotation,0,,,,vacuous
bank1,B2D5,copy_0514_0516_to_04ab_04ac_then_probe,annotation,9,04AB 04AC 0514 0516 0524,04AB 04AC 0514 0516,0524,disagree
bank1,B321,set_0575_8_or_write_0404_and_call_88f0,annotation,2,0497,0497,,agree
bank1,B407,forwarder_to_b40e,annotation,0,,,,vacuous
bank1,B409,set_dptr_1770_fallthru,annotation,1,1770,,1770,disagree
bank1,B40E,cmp_dptr_to_r2r1,annotation,2,,,,vacuous
bank1,B415,bump_counter_054d,annotation,0,,,,vacuous
bank1,B41C,store_054d_set_bit_on_10,annotation,3,,,,vacuous
bank1,B50E,derive_scaled_values_from_0404,annotation,1,0404,,0404,disagree
bank1,B56C,cmp_043a_0436_store_0548,annotation,1,0548,,0548,disagree
bank1,B5AF,dispatch_043c_04fc_bits,annotation,2,05F6,05F6,,agree
bank1,B652,arm_05f6_with_88f0_06,annotation,0,,,,vacuous
bank1,B666,gate_0572_bit0_clear,annotation,2,0572,0572,,agree
bank1,B679,gate_0572_bit0_set,annotation,2,0572,0572,,agree
bank1,B68C,gate_0571_0573_eq_1,annotation,5,0432 0571,0571,0432,disagree
bank1,B6A8,snapshot_0432_043c_04f2_04fc,annotation,16,0432 043C 04F2 04FC 0571 0572 0573 0574,04F2 04FC 0571 0572 0573 0574,0432 043C,disagree
bank1,B6C9,cmp32_hi16_lt_lo16_at_dptr,annotation,11,,,,vacuous
bank1,B728,clear_0610_bit5_and_dispatch,annotation,2,0610,0610,,agree
bank1,B80A,arm_05f5_countdown_0490_bit5,annotation,10,0480 0490 05F5,0480 0490 05F5,,agree
bank1,B841,arm_05f2_countdown_0575_clears_0490,annotation,2,0575,0575,,agree
bank1,B8E1,arm_05f4_countdown_0576_clears_0490,annotation,2,0576,0576,,agree
bank1,B91B,zero_xdata_04b0_05ff_runs,annotation,3,,,,vacuous
bank1,B937,clear_0492_0496_0577_0578_0542,annotation,20,0491 0492 0494 0495 0496 0542 0577 0578,0491 0492 0494 0495 0496 0577 0578,0542,disagree
bank1,B962,clear_049a_049e_0579_057a_05c2,annotation,20,0499 049A 049C 049D 049E 0579 057A 05C2,0499 049A 049C 049D 049E 0579 057A,05C2,disagree
bank1,B98D,threshold_dispatch_0438_by_0491,annotation,2,04FE,04FE,,agree
bank1,BA43,gate_chain_to_0491_bit0,annotation,2,0492,0492,,agree
bank1,BABF,stage_0577_against_0834_0836,annotation,3,0491,0491,,agree
bank1,BB3D,forward_to_bd20_bb3d,annotation,0,,,,vacuous
bank1,BBA4,FUN_CODE_bba4,stride,3,0491,0491,,agree
bank1,BCAA,set_0494_bit1,annotation,4,0494,0494,,agree
bank1,BD10,mask_0491_with_c0,annotation,4,0491,0491,,agree
bank1,BD20,clear_0834_word_when_nonzero,annotation,1,0834,,0834,disagree
bank1,BD45,mask_0491_c0_then_route_to_300x_40xx,annotation,7,030D 0491,030D 0491,,agree
bank1,BDEF,write_0499_with_0x21,annotation,9,0180 0499 05B9,0499,0180 05B9,disagree
bank1,BE02,override_src_0180_when_1,annotation,1,,,,vacuous
bank1,BE91,pick_0f80_0800_0bb0_1800_1f00,annotation,2,06E6,06E6,,agree
bank1,BF0E,pick_0800_or_0bb0_by_05b9,annotation,2,049B,049B,,agree
bank1,BF3A,guard_then_store_pair_0834,annotation,3,08E2,08E2,,agree
bank1,BF93,forward_to_bd20_bf93,annotation,0,,,,vacuous
bank1,BFD9,zero_04ae_and_04be,annotation,3,04AE,,04AE,disagree
bank1,C11C,latch_0490_bit3_or_bit7,annotation,2,0490,0490,,agree
bank1,C1E7,latch_0498_bit1_or_bit3,annotation,3,0495,0495,,agree
bank1,C245,dispatch_0490_bits_1_5_6,annotation,3,0490,0490,,agree
bank1,C267,reset_0432_and_04f2,annotation,0,,,,vacuous
bank1,C277,set_0432_from_0494,annotation,2,0490,0490,,agree
bank1,C2B0,clear_04f2_04f4_04f8_set_04f6_ffff,annotation,0,,,,vacuous
bank1,C2E1,set_04f2_from_049c,annotation,2,0490,0490,,agree
bank1,C31D,ret_stub,annotation,0,,,,vacuous
bank1,C31E,call_b1b3_listing_cut,annotation,0,,,,vacuous
bank1,C322,xch_rrc_at_r0,annotation,2,,,,vacuous
bank1,C352,dispatch_on_06d4_mod_10,annotation,2,06C2,,06C2,disagree
bank1,C3A0,dec_0622_when_04a2_below_0cee,annotation,4,04A2 0CEE,,04A2 0CEE,disagree
bank1,C3CD,compare_0434_04f4_against_0646,annotation,1,0434,,0434,disagree
bank1,C41D,zero_0623,annotation,3,0623,0623,,agree
bank1,C43B,gate_on_06d4_mod10,annotation,5,06D4,06D4,,agree
bank1,C45C,subtract_shifted_reads_of_0646,annotation,1,0646,,0646,disagree
bank1,C4AF,reload_083e_when_0834_is_zero,annotation,1,0834,,0834,disagree
bank1,C4D2,setup_1c00_block_with_arg_4c,annotation,14,0975 0976 1C00 1C01 1C02 1C03,0975 0976 1C00 1C01 1C02 1C03,,agree
bank1,C4F0,poll_1c00_status_up_to_100_cycles,annotation,15,0975 0976 1C00 1C01 1C02 1C03,0975 0976 1C00 1C01 1C02 1C03,,agree
bank1,C541,write_zero_to_200b_six_times,annotation,4,200B,200B,,agree
bank1,C54C,setup_and_poll_1c00_block_with_arg_48,annotation,23,0975 0976 0978 0979 1C00 1C01 1C02 1C03 1C04 1C05,0975 0976 0978 0979 1C00 1C01 1C02 1C03 1C04 1C05,,agree
bank1,C59F,countdown_0896_and_gate_on_04ab_equals_64,annotation,2,0896,0896,,agree
bank1,C613,return_immediately,annotation,0,,,,vacuous
bank1,C614,gate_0755_and_0440_dispatch,annotation,0,,,,vacuous
bank1,C638,clear_bit0_of_0755_and_0709,annotation,8,0709 0755,0709 0755,,agree
bank1,C647,gate_0709b0_into_045b_branch,annotation,3,0709,0709,,agree
bank1,C659,toggle_045b_b0_and_0758_b3,annotation,3,045B,,045B,disagree
bank1,C6B0,set_070d_to_5_then_jump_to_c638,annotation,3,070D,,070D,disagree
bank1,C6B8,gate_0458b7_set_0723b2_from_045c,annotation,2,0458,,0458,disagree
bank1,C6DB,set_068b_to_1,annotation,3,068B,068B,,agree
bank1,C700,setup_state_and_copy_30_byte_table,annotation,13,036D 03A1 03FB 082F,03A1 082F,036D 03FB,disagree
bank1,C747,tail_call_89f4_with_r1_0_r2_3_r3_ff,annotation,3,,,,vacuous
bank1,C751,zero_0300_03ff_then_set_3fe_3a8_3fb,annotation,4,0308 0497,0497,0308,disagree
bank1,C778,clear_0492_04a0_0524_0526_and_0497b5,annotation,2,0497,0497,,agree
bank1,C7A7,copy_6_bytes_via_a530_and_clear_0497b7,annotation,2,C7A1,,C7A1,disagree
bank1,C7ED,copy_48_bytes_via_a530_from_c7bd,annotation,2,C7BD,,C7BD,disagree
bank1,C80E,dispatch_0394_low3_through_ljmp_table,annotation,2,0497,0497,,agree
bank1,C830,step_state_from_0490_low3,annotation,3,0490,0490,,agree
bank1,C861,on_198a_result_advance_0394,annotation,0,,,,vacuous
bank1,C884,on_198a_result_advance_0394_to_3,annotation,0,,,,vacuous
bank1,C8BB,caseD_0,stride,0,,,,vacuous
bank1,C8C7,on_198a_result_step_03c2_low2,annotation,0,,,,vacuous
bank1,C8E3,call_cc2d_then_d0c4,annotation,0,,,,vacuous
bank1,C8EA,call_d5b4_then_d32c_and_d34b,annotation,0,,,,vacuous
bank1,C8F4,jump_to_c924,annotation,0,,,,vacuous
bank1,C8F6,e0_bit2_dispatch,annotation,2,0367,0367,,agree
bank1,C924,dispatch_03a3_low3,annotation,7,03A3 C90C,03A3,C90C,disagree
bank1,C979,mul_0342_0514_into_0388_when_03d0_lt_0384,annotation,1,03D0,,03D0,disagree
bank1,C9BE,count_0361_then_0362_toward_03a3,annotation,2,0367,0367,,agree
bank1,CA02,store_a_then_03a3_3_over_1f,annotation,3,,,,vacuous
bank1,CA1D,add_03a6_plus_0388_into_039e,annotation,1,03A6,,03A6,disagree
bank1,CA3E,count_0361_to_40_then_branch_on_0347,annotation,2,0367,0367,,agree
bank1,CB08,set_0575_08_when_03a1_low2_clear,annotation,3,03A1,03A1,,agree
bank1,CB1E,ret_only_cb1e,annotation,0,,,,vacuous
bank1,CB1F,set_039b_039c_from_0404_div_100,annotation,1,0404,,0404,disagree
bank1,CB80,div_0343_by_31e_shifted_into_03a9,annotation,4,031E 0343,031E,0343,disagree
bank1,CBE8,increment_0349_saturating,annotation,4,0349,0349,,agree
bank1,CBF3,publish_0514_and_0342_product,annotation,15,0342 0347 04AB 0514 0516 0518,0342 0347 04AB 0514 0516,0518,disagree
bank1,CC95,set_0397_from_0342_by_0514_band,annotation,4,0514,0514,,agree
bank1,CD80,count_0397_down_to_03b5_then_0514,annotation,7,0397 03B5,0397 03B5,,agree
bank1,CDCB,dispatch_03f1_low3,annotation,9,03F1 CDB3,03F1,CDB3,disagree
bank1,CDDA,clamp_r1r2_against_const_from_0491,annotation,7,0491,0491,,agree
bank1,CE2D,store_slot_for_index_0_and_7,annotation,1,,,,vacuous
bank1,CE78,store_slot_for_index_1,annotation,1,,,,vacuous
bank1,CEA9,store_slot_for_index_2,annotation,1,,,,vacuous
bank1,CEDA,store_slot_for_index_3,annotation,1,,,,vacuous
bank1,CF0B,store_slot_for_index_4,annotation,1,,,,vacuous
bank1,CF3C,store_slot_for_index_5,annotation,1,,,,vacuous
bank1,CF6D,store_slot_for_index_6,annotation,1,,,,vacuous
bank1,CFB1,step_03c3_and_reload_03bf,annotation,1,0384,,0384,disagree
bank1,D003,caseD_1,stride,0,,,,vacuous
bank1,D018,dispatch_on_03c3_low3,annotation,12,0342 03C3 0514,0342 03C3 0514,,agree
bank1,D04C,set_r1_0e_jump_d068,annotation,1,,,,vacuous
bank1,D050,set_r1_0c_jump_d068,annotation,1,,,,vacuous
bank1,D054,set_r1_08_jump_d068,annotation,1,,,,vacuous
bank1,D058,set_r1_06_jump_d068,annotation,1,,,,vacuous
bank1,D05C,set_r1_04_jump_d068,annotation,1,,,,vacuous
bank1,D060,set_r1_02_jump_d068,annotation,1,,,,vacuous
bank1,D064,set_r1_00_jump_d068,annotation,1,,,,vacuous
bank1,D068,scale_store_to_0397,annotation,3,,,,vacuous
bank1,D09F,store_ff_to_0397,annotation,3,0397,0397,,agree
bank1,D0A6,store_03c3_to_0360_when_ge_3,annotation,8,0360 03C3,0360 03C3,,agree
bank1,D0C4,update_0524_0526_4a0_and_0497_flags,annotation,13,04A0 04A1 0524 0525 0526 0527,04A0 04A1 0524 0525 0526 0527,,agree
bank1,D17E,increment_0514_toward_0x64,annotation,2,0497,0497,,agree
bank1,D1B8,trampoline_to_d16f,annotation,0,,,,vacuous
bank1,D1BC,select_ptr_0491_c080_then_0506,annotation,3,0491,0491,,agree
bank1,D1E7,set_0497_bit6_and_0394_to_5,annotation,2,0497,0497,,agree
bank1,D219,step_03c2_and_dispatch_four_ways,annotation,0,,,,vacuous
bank1,D22E,call_cdcb_then_d0a6,annotation,0,,,,vacuous
bank1,D236,call_d2a3_then_d274,annotation,1,,,,vacuous
bank1,D23F,call_d34b_then_d32c,annotation,0,,,,vacuous
bank1,D246,clear_0394_or_call_cd80,annotation,0,,,,vacuous
bank1,D274,div_23_minus_0386_by_034d_capped_15,annotation,6,0386,0386,,agree
bank1,D2A3,derive_scale_from_034e_and_compute_from_044c,annotation,1,034E,,034E,disagree
bank1,D322,call_a5e6_then_888c_on_03b8,annotation,0,,,,vacuous
bank1,D32C,copy_0514_to_03c1_and_set_03a1_bit0,annotation,5,03C1 0514,03C1 0514,,agree
bank1,D34B,bump_counter_mirror_to_04a6_04a7,annotation,4,0349,0349,,agree
bank1,D37F,scan_table_03de_down_stride2,annotation,2,03A2,03A2,,agree
bank1,D472,store_r1_to_0514_03ab_if_gap_ok,annotation,6,0514,0514,,agree
bank1,D5E1,FUN_CODE_d5e1,stride,2,03FB,03FB,,agree
bank1,D89C,FUN_CODE_d89c,stride,3,050A,,050A,disagree
bank1,DC50,FUN_CODE_dc50,stride,1,,,,vacuous
bank1,E090,FUN_CODE_e090,stride,6,03A0 055F,03A0,055F,disagree
bank1,E1D7,counter_tick_03ae_0560,annotation,3,03AE,03AE,,agree
bank1,E237,gate_1c00_init_defaults,annotation,2,1C00,1C00,,agree
bank1,E27D,reset_1c00_group_and_toggle_03a0,annotation,18,03A0 0680 0683 1C00 1C04 1C05,03A0 0680 0683 1C00 1C04 1C05,,agree
bank1,E2A0,setup_0975_0976_0978_0979_call_c54c,annotation,11,0975 0976 0978 0979,0975 0976 0978 0979,,agree
bank1,E2C3,set_1c00_ff_clear_1c04_1c05,annotation,8,1C00 1C04 1C05,1C00 1C04 1C05,,agree
bank1,E332,set_036c_to_4_jump_e490,annotation,4,036C E454,036C,E454,disagree
bank1,E3B5,copy_03cd_03ce_03cf_to_1c02_1c04_1c05,annotation,2,045F,,045F,disagree
bank1,E490,stage_1c00_block_from_code_table_indexed_03c4,annotation,4,1C00,1C00,,agree
bank1,E4E9,gate_1c00_bit1_then_1c00_ff,annotation,2,1C00,1C00,,agree
bank1,E4F9,store_a_to_dptr_then_set_0680_4,annotation,4,0680,0680,,agree
bank1,E501,reset_03c4_03af_and_clear_03a1_bit,annotation,8,036C 03AF 03C4,036C 03AF 03C4,,agree
bank1,E54F,increment_03af_clear_03a1_on_wrap,annotation,3,03AF,03AF,,agree
bank1,E57E,push_r7_call_e5d6_pop_r7,annotation,1,,,,vacuous
bank1,E582,read_code_pair_by_r7_index_then_call_889e,annotation,23,03E0,,03E0,disagree
bank1,E5A7,copy_code_pair_to_3e0_plus_r7,annotation,0,,,,vacuous
bank1,E656,select_dptr_by_0491_7c0_then_dispatch,annotation,0,,,,vacuous
bank1,E6CB,decrement_0365_and_0368_if_nonzero,annotation,2,0365,0365,,agree
bank1,E722,write_r1_to_tmod_and_jump_8801,annotation,1,,,,vacuous
bank1,E768,ret_no_op,annotation,0,,,,vacuous
bank1,E769,clamp_r2r1_to_0420_above_3c0b,annotation,1,,,,vacuous
bank1,E781,countdown_03a8_gated_by_0490_bit1,annotation,2,03A8,03A8,,agree
bank1,E8A4,compute_097e_times_10_write_0386_0387,annotation,2,0497,0497,,agree
bank1,E924,read_code_pair_at_r5_index,annotation,10,,,,vacuous
bank1,E931,shared_return_point,annotation,0,,,,vacuous
bank1,E954,unresolved_byte_stream_e954,annotation,40,,,,vacuous
bank1,EAC3,unresolved_byte_stream_eac3,annotation,0,,,,vacuous
bank1,ED02,data_run_1a_1e,annotation,10,,,,vacuous
bank1,ED3A,data_run_2e_3e,annotation,1,,,,vacuous
bank1,EF26,data_run_33_34,annotation,7,,,,vacuous
bank1,EF32,xdata_request_dispatch_048c,annotation,2,048C,048C,,agree
bank1,EFBC,ret_stub_no_request_bit,annotation,0,,,,vacuous
bank1,EFBD,tick_097d_call_88f0_at_c8,annotation,3,048C,048C,,agree
bank1,EFDA,dispatch_index_3x_from_byte_00,annotation,4,,,,vacuous
bank1,F012,table_efe8_row14_ljmp_f040,annotation,0,,,,vacuous
bank1,F018,dispatch_via_table_f041,annotation,2,F041,,F041,disagree
bank1,F022,dispatch_via_table_f071,annotation,2,F071,,F071,disagree
bank1,F02C,dispatch_via_table_f0a1,annotation,1,,,,vacuous
bank1,F030,operand_of_mov_dptr_f02f,annotation,1,,,,vacuous
bank1,F036,dispatch_via_table_f0d1,annotation,2,F0D1,,F0D1,disagree
bank1,F054,mid_instruction_of_row_f053,annotation,0,,,,vacuous
bank1,F074,table_f071_row01_ljmp_f127,annotation,0,,,,vacuous
bank1,F07D,table_f071_row04_ljmp_f127,annotation,0,,,,vacuous
bank1,F080,table_f071_row05_ljmp_f127,annotation,0,,,,vacuous
bank1,F08C,table_f071_row09_ljmp_f127,annotation,0,,,,vacuous
bank1,F090,mid_instruction_of_row_f08f,annotation,0,,,,vacuous
bank1,F0E4,mid_instruction_of_row_f0e3,annotation,0,,,,vacuous
bank1,F0EE,last_byte_of_row_f0ec,annotation,1,,,,vacuous
bank1,F101,ret_stub_table_f041_row00,annotation,0,,,,vacuous
bank1,F102,sjmp_f154,annotation,0,,,,vacuous
bank1,F104,sjmp_f160,annotation,0,,,,vacuous
bank1,F106,ljmp_f18a,annotation,0,,,,vacuous
bank1,F109,ljmp_f196,annotation,0,,,,vacuous
bank1,F10C,ret_stub_table_f041_row05,annotation,0,,,,vacuous
bank1,F10D,ljmp_f219,annotation,0,,,,vacuous
bank1,F110,ljmp_f246,annotation,0,,,,vacuous
bank1,F113,thunk_to_f275,annotation,0,,,,vacuous
bank1,F116,thunk_to_f290,annotation,0,,,,vacuous
bank1,F119,thunk_to_f2ad,annotation,0,,,,vacuous
bank1,F11C,thunk_to_f2ca,annotation,0,,,,vacuous
bank1,F11F,thunk_to_f2f3,annotation,0,,,,vacuous
bank1,F122,bare_ret_f122,annotation,0,,,,vacuous
bank1,F123,thunk_to_f198,annotation,0,,,,vacuous
bank1,F126,bare_ret_f126,annotation,0,,,,vacuous
bank1,F127,bare_ret_f127,annotation,0,,,,vacuous
bank1,F128,bare_ret_f128,annotation,0,,,,vacuous
bank1,F129,store_00_ff_0d_to_0762_0764,annotation,9,0762 0763 0764,0762 0763 0764,,agree
bank1,F13C,bare_ret_f13c,annotation,0,,,,vacuous
bank1,F13D,bare_ret_f13d,annotation,0,,,,vacuous
bank1,F13E,bare_ret_f13e,annotation,0,,,,vacuous
bank1,F153,bare_ret_f153,annotation,0,,,,vacuous
bank1,F154,if_0440_nonzero_call_88f0_0a,annotation,2,0440,,0440,disagree
bank1,F160,toggle_045b_bit0_set_0709_bit0,annotation,2,06E6,06E6,,agree
bank1,F18A,if_0440_nonzero_call_88f0_0c,annotation,2,0440,,0440,disagree
bank1,F196,sjmp_to_f198,annotation,0,,,,vacuous
bank1,F198,gate_045a_e0_bits_into_047b_0720_097a,annotation,2,0440,,0440,disagree
bank1,F1F8,FUN_CODE_f1f8,stride,7,045A 047B,047B,045A,disagree
bank1,F219,set_0636_0a_toggle_047b_02_set_097a_02,annotation,2,06E6,06E6,,agree
bank1,F246,if_045a_bit4_set_toggle_047b_10_set_0637_0a,annotation,2,06E6,06E6,,agree
bank1,F275,set_06ff_80_else_toggle_0471_80,annotation,2,0440,,0440,disagree
bank1,F290,if_06cd_zero_set_02_set_06ff_20,annotation,2,06CD,06CD,,agree
bank1,F2AD,if_06cd_zero_set_02_set_06ff_40,annotation,2,06CD,06CD,,agree
bank1,F2CA,dec_0443_low3_unless_0440_5_6_7,annotation,4,06C6,06C6,,agree
bank1,F2F3,inc_0443_low3_unless_0440_5_6_7,annotation,4,06C6,06C6,,agree
bank1,F3B8,if_04fe_bit7_clear_call_f3d7_f416_f436,annotation,2,04FE,04FE,,agree
bank1,F3C9,set_r3_22_or_44_from_0456_bit6,annotation,3,0456,,0456,disagree
bank1,F3D7,store_scaled_quotient_0449,annotation,0,,,,vacuous
bank1,F416,scale_0438_into_0448,annotation,0,,,,vacuous
bank1,F436,halve_sum_into_044c,annotation,10,0448 0449,,0448 0449,disagree
bank1,F512,unimplemented_ff_fill_f512,annotation,17,,,,vacuous
bank1,F70D,unimplemented_ff_fill_f70d,annotation,17,,,,vacuous
bank1,F727,unimplemented_ff_fill_f727,annotation,17,,,,vacuous
bank1,F73E,unimplemented_ff_fill_f73e,annotation,17,,,,vacuous
bank1,F902,unimplemented_ff_fill_f902,annotation,17,,,,vacuous
bank1,FF17,unimplemented_ff_fill_ff17,annotation,17,,,,vacuous
bank1,FF63,unimplemented_ff_fill_ff63,annotation,17,,,,vacuous
common,0000,reset_vector_forwarder_to_0070,annotation,0,,,,vacuous
common,0003,int0_vector_forwarder_to_052f,annotation,0,,,,vacuous
common,0007,table_entry_to_1150,annotation,0,,,,vacuous
common,000B,timer0_vector_forwarder_to_0530,annotation,0,,,,vacuous
common,000E,table_entry_to_1156,annotation,0,,,,vacuous
common,0012,ret_only_0012,annotation,0,,,,vacuous
common,0013,int1_vector_forwarder_to_0556,annotation,0,,,,vacuous
common,0016,table_entry_to_115c,annotation,0,,,,vacuous
common,001A,ret_only_001a,annotation,0,,,,vacuous
common,001B,timer1_vector_forwarder_to_05b6,annotation,0,,,,vacuous
common,001E,table_entry_to_1162,annotation,0,,,,vacuous
common,0022,ret_only_0022,annotation,0,,,,vacuous
common,0023,serial0_vector_forwarder_to_05e6,annotation,0,,,,vacuous
common,0026,table_entry_to_1168,annotation,0,,,,vacuous
common,002A,ret_only_002a,annotation,0,,,,vacuous
common,002B,table_entry_to_05e7,annotation,0,,,,vacuous
common,0070,reset_entry_stack_bank0_then_code_init,annotation,4,1001,1001,,agree
common,00CF,walk_code_table_6f39,annotation,4,6F39,,6F39,disagree
common,012F,chan_init_170a_then_jmp_11b6,annotation,2,170A,170A,,agree
common,018C,chan_init_1709_then_jmp_11bc,annotation,2,1709,1709,,agree
common,01EC,thunk_FUN_CODE_11e6,stride,0,,,,vacuous
common,0200,post_05e8_init_1042_16e7,annotation,0,,,,vacuous
common,029B,chan_init_1708_then_jmp_11c2,annotation,2,1708,1708,,agree
common,0512,int0_vector_forwarder_to_052f,stride,0,,,,vacuous
common,052F,int0_target_is_one_byte_reti,annotation,0,,,,vacuous
common,0530,timer0_target_decrements_xdata_0a00,annotation,6,,,,vacuous
common,0556,int1_target_six_calls_14c8_012f_018c_029b_7110_7177,annotation,6,,,,vacuous
common,05B6,timer1_target_splits_internal_ram_41_on_carry,annotation,6,,,,vacuous
common,05E6,serial0_target_is_one_byte_reti,annotation,0,,,,vacuous
common,05E8,critical_section_enter_05e8,annotation,5,,,,vacuous
common,05EF,critical_section_exit_05ef,annotation,1,,,,vacuous
common,0703,FUN_CODE_0703,stride,0,,,,vacuous
common,07F0,FUN_CODE_07f0,stride,5,0043,0043,,agree
common,0884,FUN_CODE_0884,stride,1,,,,vacuous
common,08E0,FUN_CODE_08e0,stride,25,1501,1501,,agree
common,0A04,FUN_CODE_0a04,stride,1,004C,004C,,agree
common,0B25,FUN_CODE_0b25,stride,3,,,,vacuous
common,0C7A,clear_low_nibble_of_1304,annotation,8,1304,1304,,agree
common,0D78,thunk_FUN_CODE_2819,stride,0,,,,vacuous
common,0E3A,thunk_FUN_CODE_1546,stride,0,,,,vacuous
common,0E52,thunk_FUN_CODE_1576,stride,0,,,,vacuous
common,0ECC,timer1_counted_delay_count_in_r7,annotation,7,,,,vacuous
common,0EE8,timer1_load_th1_fd_tl0_clear_tf1_start,annotation,5,,,,vacuous
common,0EF3,write_internal_ram_init_constants,annotation,17,,,,vacuous
common,0F12,FUN_CODE_0f12,stride,34,0019 001A 001B 001C,0019 001A 001B 001C,,agree
common,1017,FUN_CODE_1017,stride,1,,,,vacuous
common,10F1,zero_xdata_200b,annotation,6,200B,200B,,agree
common,1100,bl51_bank_select_0,annotation,5,,,,vacuous
common,110A,set_iram_08_0a_clear_p1_0_p1_2,annotation,4,,,,vacuous
common,1114,bl51_bank_select_1,annotation,9,,,,vacuous
common,1128,bl51_bank_select_2,annotation,9,,,,vacuous
common,113C,bl51_bank_select_3,annotation,9,,,,vacuous
common,1150,load_dptr_bf1c_tail_jump_1100,annotation,1,BF1C,,BF1C,disagree
common,1156,load_dptr_bf1d_tail_jump_1100,annotation,1,BF1D,,BF1D,disagree
common,115C,load_dptr_bf1e_tail_jump_1100,annotation,1,BF1E,,BF1E,disagree
common,1162,load_dptr_bf1f_tail_jump_1100,annotation,1,BF1F,,BF1F,disagree
common,1168,load_dptr_bf20_tail_jump_1100,annotation,1,BF20,,BF20,disagree
common,116E,FUN_CODE_116e,stride,1,BF21,,BF21,disagree
common,119E,FUN_CODE_119e,stride,1,BF29,,BF29,disagree
common,11C2,load_dptr_bf57_tail_jump_1100,annotation,1,BF57,,BF57,disagree
common,11D4,FUN_CODE_11d4,stride,1,BF5A,,BF5A,disagree
common,1204,FUN_CODE_1204,stride,1,BF62,,BF62,disagree
common,122E,FUN_CODE_122e,stride,1,BF69,,BF69,disagree
common,125E,FUN_CODE_125e,stride,1,BF71,,BF71,disagree
common,128E,FUN_CODE_128e,stride,1,BF79,,BF79,disagree
common,12BE,FUN_CODE_12be,stride,1,BF81,,BF81,disagree
common,12EE,FUN_CODE_12ee,stride,1,BF89,,BF89,disagree
common,131E,FUN_CODE_131e,stride,1,BF91,,BF91,disagree
common,134E,FUN_CODE_134e,stride,1,BF9C,,BF9C,disagree
common,137E,FUN_CODE_137e,stride,1,BFA4,,BFA4,disagree
common,13AE,FUN_CODE_13ae,stride,1,BFAC,,BFAC,disagree
common,13DE,FUN_CODE_13de,stride,1,BFB4,,BFB4,disagree
common,140E,FUN_CODE_140e,stride,1,BFBC,,BFBC,disagree
common,143E,FUN_CODE_143e,stride,1,BFC4,,BFC4,disagree
common,146E,FUN_CODE_146e,stride,1,BFCC,,BFCC,disagree
