out_file,program,addr,body_lines,owner_out_file,owner_addr,owner_name,shared,containment
common/3F62.c,common,3F62,3,common/3DFC.c,3DFC,FUN_CODE_3dfc,yes,1.00
common/3F68.c,common,3F68,8,common/3F68.c,3F68,FUN_CODE_3f68,no,1.00
common/3F9D.c,common,3F9D,3,common/3F9D.c,3F9D,store_r7_to_iram_bb_then_set_68_0,no,1.00
common/3FA4.c,common,3FA4,2,common/3FA4.c,3FA4,store_r7_to_iram_31,no,1.00
common/3FA7.c,common,3FA7,32,common/3FA7.c,3FA7,FUN_CODE_3fa7,no,1.00
common/4002.c,common,4002,13,common/4002.c,4002,FUN_CODE_4002,no,1.00
common/4016.c,common,4016,12,common/4016.c,4016,FUN_CODE_4016,no,1.00
common/4060.c,common,4060,52,common/4060.c,4060,FUN_CODE_4060,no,1.00
common/4064.c,common,4064,50,common/4064.c,4064,FUN_CODE_4064,no,1.00
common/412E.c,common,412E,14,common/412E.c,412E,FUN_CODE_412e,no,1.00
common/4198.c,common,4198,3,common/4198.c,4198,FUN_CODE_4198,no,1.00
common/41EA.c,common,41EA,1,common/41EA.c,41EA,FUN_CODE_41ea,no,1.00
common/41ED.c,common,41ED,6,common/41ED.c,41ED,FUN_CODE_41ed,no,1.00
common/4202.c,common,4202,10,common/4202.c,4202,FUN_CODE_4202,no,1.00
common/4228.c,common,4228,2,common/4228.c,4228,thunk_FUN_CODE_3e8c,no,1.00
common/424A.c,common,424A,38,common/424A.c,424A,FUN_CODE_424a,no,1.00
common/434C.c,common,434C,3,common/434C.c,434C,FUN_CODE_434c,no,1.00
common/4358.c,common,4358,2,common/4358.c,4358,FUN_CODE_4358,no,1.00
common/4361.c,common,4361,2,common/4361.c,4361,FUN_CODE_4361,no,1.00
common/4368.c,common,4368,4,common/0806.c,0806,FUN_CODE_0806,yes,1.00
common/436F.c,common,436F,2,common/436F.c,436F,FUN_CODE_436f,no,1.00
common/4376.c,common,4376,1,common/4376.c,4376,FUN_CODE_4376,no,1.00
common/437E.c,common,437E,5,common/437E.c,437E,FUN_CODE_437e,no,1.00
common/4389.c,common,4389,2,common/4389.c,4389,FUN_CODE_4389,no,1.00
common/4390.c,common,4390,2,common/4390.c,4390,FUN_CODE_4390,no,1.00
common/4397.c,common,4397,6,common/4397.c,4397,FUN_CODE_4397,no,1.00
common/43A5.c,common,43A5,32,common/43A5.c,43A5,FUN_CODE_43a5,no,1.00
common/445D.c,common,445D,1,common/445D.c,445D,FUN_CODE_445d,no,1.00
common/451A.c,common,451A,51,common/451A.c,451A,FUN_CODE_451a,no,1.00
common/4602.c,common,4602,8,common/4602.c,4602,FUN_CODE_4602,no,1.00
common/4643.c,common,4643,55,common/4643.c,4643,FUN_CODE_4643,no,1.00
common/4666.c,common,4666,43,common/4643.c,4643,FUN_CODE_4643,yes,1.00
common/46F9.c,common,46F9,14,common/46F9.c,46F9,FUN_CODE_46f9,no,1.00
common/4725.c,common,4725,6,common/4725.c,4725,shift_and_xor_step_on_iram_af,no,1.00
common/4825.c,common,4825,16,common/4825.c,4825,FUN_CODE_4825,no,1.00
common/48A6.c,common,48A6,19,common/48A6.c,48A6,FUN_CODE_48a6,no,1.00
common/48B1.c,common,48B1,15,common/48A6.c,48A6,FUN_CODE_48a6,yes,1.00
common/4921.c,common,4921,4,common/4921.c,4921,FUN_CODE_4921,no,1.00
common/492D.c,common,492D,2,common/492D.c,492D,FUN_CODE_492d,no,1.00
common/493B.c,common,493B,2,common/493B.c,493B,FUN_CODE_493b,no,1.00
common/4940.c,common,4940,2,common/4940.c,4940,FUN_CODE_4940,no,1.00
common/4947.c,common,4947,2,common/4947.c,4947,FUN_CODE_4947,no,1.00
common/4A40.c,common,4A40,2,common/4A40.c,4A40,FUN_CODE_4a40,no,1.00
common/4A41.c,common,4A41,1,common/4A41.c,4A41,FUN_CODE_4a41,no,1.00
common/4A42.c,common,4A42,1,common/4A42.c,4A42,FUN_CODE_4a42,no,1.00
common/4A4D.c,common,4A4D,1,common/4A4D.c,4A4D,code_word_to_dptr_4a4d,no,1.00
common/4A5A.c,common,4A5A,1,common/4A5A.c,4A5A,FUN_CODE_4a5a,no,1.00
common/4A5E.c,common,4A5E,1,common/4A5E.c,4A5E,FUN_CODE_4a5e,no,1.00
common/4A69.c,common,4A69,1,common/4A69.c,4A69,code_word_to_dptr_4a69,no,1.00
common/4A76.c,common,4A76,1,common/4A76.c,4A76,mov_a_from_r1_4a76,no,1.00
common/4A77.c,common,4A77,1,common/4A77.c,4A77,FUN_CODE_4a77,no,1.00
common/4A83.c,common,4A83,1,common/4A83.c,4A83,FUN_CODE_4a83,no,1.00
common/4A8F.c,common,4A8F,1,common/4A8F.c,4A8F,FUN_CODE_4a8f,no,1.00
common/4A9C.c,common,4A9C,1,common/4A9C.c,4A9C,FUN_CODE_4a9c,no,1.00
common/4AA6.c,common,4AA6,1,common/4AA6.c,4AA6,FUN_CODE_4aa6,no,1.00
common/4AA7.c,common,4AA7,1,common/4AA7.c,4AA7,FUN_CODE_4aa7,no,1.00
common/4AB3.c,common,4AB3,1,common/4AB3.c,4AB3,FUN_CODE_4ab3,no,1.00
common/4AB8.c,common,4AB8,1,common/4AB8.c,4AB8,FUN_CODE_4ab8,no,1.00
common/4AC4.c,common,4AC4,1,common/4AC4.c,4AC4,FUN_CODE_4ac4,no,1.00
common/4AD1.c,common,4AD1,1,common/4AD1.c,4AD1,FUN_CODE_4ad1,no,1.00
common/4AD3.c,common,4AD3,1,common/4AD3.c,4AD3,FUN_CODE_4ad3,no,1.00
common/4ADF.c,common,4ADF,1,common/4ADF.c,4ADF,FUN_CODE_4adf,no,1.00
common/4AE0.c,common,4AE0,1,common/4AE0.c,4AE0,FUN_CODE_4ae0,no,1.00
common/4AEC.c,common,4AEC,1,common/4AEC.c,4AEC,FUN_CODE_4aec,no,1.00
common/4AEF.c,common,4AEF,1,common/4AEF.c,4AEF,FUN_CODE_4aef,no,1.00
common/4AFB.c,common,4AFB,4,common/0806.c,0806,FUN_CODE_0806,yes,1.00
common/4B02.c,common,4B02,1,common/4B02.c,4B02,FUN_CODE_4b02,no,1.00
common/4B03.c,common,4B03,1,common/4B03.c,4B03,FUN_CODE_4b03,no,1.00
common/4B0F.c,common,4B0F,1,common/4B0F.c,4B0F,FUN_CODE_4b0f,no,1.00
common/4B22.c,common,4B22,2,common/4B22.c,4B22,FUN_CODE_4b22,no,1.00
common/4B29.c,common,4B29,2,common/4B29.c,4B29,FUN_CODE_4b29,no,1.00
common/4B37.c,common,4B37,1,common/4B37.c,4B37,FUN_CODE_4b37,no,1.00
common/4B44.c,common,4B44,1,common/4B44.c,4B44,FUN_CODE_4b44,no,1.00
common/4B4C.c,common,4B4C,5,common/383D.c,383D,FUN_CODE_383d,yes,1.00
common/4B57.c,common,4B57,5,common/3A0D.c,3A0D,FUN_CODE_3a0d,yes,1.00
common/4B62.c,common,4B62,2,common/4B62.c,4B62,FUN_CODE_4b62,no,1.00
common/4B77.c,common,4B77,7,common/4B77.c,4B77,FUN_CODE_4b77,no,1.00
common/4BB0.c,common,4BB0,1,common/4BB0.c,4BB0,FUN_CODE_4bb0,no,1.00
common/4C02.c,common,4C02,2,common/4C02.c,4C02,FUN_CODE_4c02,no,1.00
common/4C5D.c,common,4C5D,1,common/4C5D.c,4C5D,FUN_CODE_4c5d,no,1.00
common/4CF8.c,common,4CF8,1,common/4CF8.c,4CF8,FUN_CODE_4cf8,no,1.00
common/4D96.c,common,4D96,1,common/4D96.c,4D96,FUN_CODE_4d96,no,1.00
common/4E2C.c,common,4E2C,1,common/4E2C.c,4E2C,FUN_CODE_4e2c,no,1.00
common/4ECD.c,common,4ECD,1,common/4ECD.c,4ECD,FUN_CODE_4ecd,no,1.00
common/4F3E.c,common,4F3E,1,common/4F3E.c,4F3E,FUN_CODE_4f3e,no,1.00
common/4FED.c,common,4FED,1,common/4FED.c,4FED,FUN_CODE_4fed,no,1.00
common/50DE.c,common,50DE,1,common/50DE.c,50DE,FUN_CODE_50de,no,1.00
common/51C8.c,common,51C8,1,common/51C8.c,51C8,FUN_CODE_51c8,no,1.00
common/5202.c,common,5202,8,common/5202.c,5202,FUN_CODE_5202,no,1.00
common/527A.c,common,527A,1,common/527A.c,527A,FUN_CODE_527a,no,1.00
common/557E.c,common,557E,1,common/557E.c,557E,FUN_CODE_557e,no,1.00
common/557F.c,common,557F,5,common/557F.c,557F,FUN_CODE_557f,no,1.00
common/5597.c,common,5597,3,common/5597.c,5597,write_009f_4f_or_0f_by_r7,no,1.00
common/57C2.c,common,57C2,78,common/57C2.c,57C2,FUN_CODE_57c2,no,1.00
common/5802.c,common,5802,94,common/5802.c,5802,FUN_CODE_5802,no,1.00
common/5882.c,common,5882,45,common/5882.c,5882,FUN_CODE_5882,no,1.00
common/5A02.c,common,5A02,41,common/5A02.c,5A02,FUN_CODE_5a02,no,1.00
common/5A43.c,common,5A43,30,common/5A43.c,5A43,addc_chain_into_r7_5a43,no,1.00
common/5A55.c,common,5A55,16,common/5A55.c,5A55,FUN_CODE_5a55,no,1.00
common/5A5A.c,common,5A5A,2,common/5A5A.c,5A5A,FUN_CODE_5a5a,no,1.00
common/5A66.c,common,5A66,139,common/5A66.c,5A66,FUN_CODE_5a66,no,1.00
common/5AC2.c,common,5AC2,13,common/5AC2.c,5AC2,FUN_CODE_5ac2,no,1.00
common/5B82.c,common,5B82,41,common/5B82.c,5B82,FUN_CODE_5b82,no,1.00
common/5CFE.c,common,5CFE,311,common/5CFE.c,5CFE,FUN_CODE_5cfe,no,1.00
common/5DC2.c,common,5DC2,210,common/5DC2.c,5DC2,FUN_CODE_5dc2,no,1.00
common/5E02.c,common,5E02,192,common/5E02.c,5E02,FUN_CODE_5e02,no,1.00
common/5E82.c,common,5E82,184,common/5E82.c,5E82,FUN_CODE_5e82,no,1.00
common/60C2.c,common,60C2,13,common/60C2.c,60C2,FUN_CODE_60c2,no,1.00
common/6100.c,common,6100,1,common/6100.c,6100,FUN_CODE_6100,no,1.00
common/6116.c,common,6116,4,common/6116.c,6116,FUN_CODE_6116,no,1.00
common/6209.c,common,6209,2,common/6209.c,6209,FUN_CODE_6209,no,1.00
common/6243.c,common,6243,14,common/6243.c,6243,FUN_CODE_6243,no,1.00
common/6402.c,common,6402,84,common/6402.c,6402,FUN_CODE_6402,no,1.00
common/65A6.c,common,65A6,76,common/65A6.c,65A6,FUN_CODE_65a6,no,1.00
common/65BC.c,common,65BC,73,common/65BC.c,65BC,FUN_CODE_65bc,no,1.00
common/6602.c,common,6602,5,common/6602.c,6602,FUN_CODE_6602,no,1.00
common/6811.c,common,6811,2,common/6811.c,6811,FUN_CODE_6811,no,1.00
common/6817.c,common,6817,4,common/6817.c,6817,FUN_CODE_6817,no,1.00
common/6A02.c,common,6A02,362,common/6A02.c,6A02,FUN_CODE_6a02,no,1.00
common/6B94.c,common,6B94,9,common/6B94.c,6B94,thunk_FUN_CODE_0703,no,1.00
common/6BAE.c,common,6BAE,24,common/6BAE.c,6BAE,FUN_CODE_6bae,no,1.00
common/6BFF.c,common,6BFF,4,common/6BFF.c,6BFF,FUN_CODE_6bff,no,1.00
common/6C70.c,common,6C70,4,common/6C70.c,6C70,FUN_CODE_6c70,no,1.00
common/6C97.c,common,6C97,3,common/6C97.c,6C97,FUN_CODE_6c97,no,1.00
common/6D46.c,common,6D46,72,common/6D46.c,6D46,FUN_CODE_6d46,no,1.00
common/6DB1.c,common,6DB1,5,common/6DB1.c,6DB1,FUN_CODE_6db1,no,1.00
common/6E04.c,common,6E04,4,common/6E04.c,6E04,FUN_CODE_6e04,no,1.00
common/6F8D.c,common,6F8D,9,common/6F8D.c,6F8D,FUN_CODE_6f8d,no,1.00
common/6FD6.c,common,6FD6,1,common/6FD6.c,6FD6,FUN_CODE_6fd6,no,1.00
common/7000.c,common,7000,9,common/7000.c,7000,FUN_CODE_7000,no,1.00
common/7002.c,common,7002,10,common/7002.c,7002,FUN_CODE_7002,no,1.00
common/7003.c,common,7003,8,common/7003.c,7003,FUN_CODE_7003,no,1.00
common/700A.c,common,700A,7,common/700A.c,700A,FUN_CODE_700a,no,1.00
common/701B.c,common,701B,7,common/701B.c,701B,FUN_CODE_701b,no,1.00
common/7030.c,common,7030,4,common/7030.c,7030,FUN_CODE_7030,no,1.00
common/707D.c,common,707D,1,common/707D.c,707D,mul16,no,1.00
common/70E4.c,common,70E4,12,common/70E4.c,70E4,be16_add,no,1.00
common/70FA.c,common,70FA,8,common/70FA.c,70FA,limit_65000_minus_x,no,1.00
common/7110.c,common,7110,1,common/7110.c,7110,dptr_plus_a_times_b_16bit,no,1.00
common/711C.c,common,711C,1,common/711C.c,711C,FUN_CODE_711c,no,1.00
common/7125.c,common,7125,12,common/7125.c,7125,FUN_CODE_7125,no,1.00
common/713C.c,common,713C,4,common/713C.c,713C,FUN_CODE_713c,no,1.00
common/7145.c,common,7145,1,common/7145.c,7145,FUN_CODE_7145,no,1.00
common/7151.c,common,7151,9,common/7151.c,7151,switch_case_dispatch,no,1.00
common/7177.c,common,7177,2,common/7177.c,7177,mov_dph_r2_dpl_r1_7177,no,1.00
common/717B.c,common,717B,2,common/717B.c,717B,FUN_CODE_717b,no,1.00
common/71B9.c,common,71B9,81,common/71B9.c,71B9,FUN_CODE_71b9,no,1.00
common/7202.c,common,7202,34,common/7202.c,7202,FUN_CODE_7202,no,1.00
common/7281.c,common,7281,1,common/7281.c,7281,FUN_CODE_7281,no,1.00
common/7401.c,common,7401,13,common/7401.c,7401,ff_filler_not_a_function_7401,no,1.00
common/7404.c,common,7404,13,common/7404.c,7404,ff_filler_not_a_function_7404,no,1.00
common/7405.c,common,7405,13,common/7405.c,7405,ff_filler_not_a_function_7405,no,1.00
common/7408.c,common,7408,13,common/7408.c,7408,ff_filler_not_a_function_7408,no,1.00
common/7410.c,common,7410,13,common/7410.c,7410,ff_filler_not_a_function_7410,no,1.00
common/741C.c,common,741C,13,common/741C.c,741C,ff_filler_not_a_function_741c,no,1.00
common/7602.c,common,7602,13,common/7602.c,7602,ff_filler_not_a_function_7602,no,1.00
common/7848.c,common,7848,13,common/7848.c,7848,ff_filler_not_a_function_7848,no,1.00
common/7883.c,common,7883,13,common/7883.c,7883,ff_filler_not_a_function_7883,no,1.00
common/7BFF.c,common,7BFF,13,common/7BFF.c,7BFF,ff_filler_not_a_function_7bff,no,1.00
common/7C02.c,common,7C02,13,common/7C02.c,7C02,ff_filler_not_a_function_7c02,no,1.00
common/7DF2.c,common,7DF2,13,common/7DF2.c,7DF2,ff_filler_not_a_function_7df2,no,1.00
common/7E01.c,common,7E01,13,common/7E01.c,7E01,ff_filler_not_a_function_7e01,no,1.00
common/7F01.c,common,7F01,13,common/7F01.c,7F01,ff_filler_not_a_function_7f01,no,1.00
common/7F02.c,common,7F02,13,common/7F02.c,7F02,ff_filler_not_a_function_7f02,no,1.00
common/7FF1.c,common,7FF1,13,common/7FF1.c,7FF1,ff_filler_not_a_function_7ff1,no,1.00
common/7FFF.c,common,7FFF,13,common/7FFF.c,7FFF,ff_filler_not_a_function_7fff,no,1.00
pd/0000.c,pd,0000,64,pd/0000.c,0000,c_startup_idata_clear,no,1.00
pd/0003.c,pd,0003,26,pd/0003.c,0003,ljmp_0056,no,1.00
pd/000B.c,pd,000B,2,pd/000B.c,000B,ljmp_0094,no,1.00
pd/0012.c,pd,0012,26,pd/0012.c,0012,FUN_CODE_0012,no,1.00
pd/0013.c,pd,0013,26,pd/0013.c,0013,ljmp_00b2,no,1.00
pd/001B.c,pd,001B,2,pd/001B.c,001B,ljmp_00f0,no,1.00
pd/0023.c,pd,0023,26,pd/0023.c,0023,ljmp_010e,no,1.00
pd/0050.c,pd,0050,3,pd/0050.c,0050,call_10f1_then_jmp_1229,no,1.00
pd/0056.c,pd,0056,26,pd/0056.c,0056,vector_wrapper_dp_0151,no,1.00
pd/0094.c,pd,0094,2,pd/0094.c,0094,vector_wrapper_dp_0154,no,1.00
pd/00B2.c,pd,00B2,26,pd/00B2.c,00B2,vector_wrapper_dp_0157,no,1.00
pd/00F0.c,pd,00F0,2,pd/00F0.c,00F0,vector_wrapper_dp_015a,no,1.00
pd/010E.c,pd,010E,26,pd/010E.c,010E,vector_wrapper_dp_015d,no,1.00
pd/0180.c,pd,0180,33,pd/0180.c,0180,dispatch_r5_write_083b_0300,no,1.00
pd/0500.c,pd,0500,64,pd/0500.c,0500,c_startup_idata_clear,no,1.00
pd/05A6.c,pd,05A6,74,pd/05A6.c,05A6,mul32_accumulate_r4_r7,no,1.00
pd/06B1.c,pd,06B1,23,pd/06B1.c,06B1,shl32_16_iters,no,1.00
pd/06EA.c,pd,06EA,24,pd/06EA.c,06EA,FUN_CODE_06ea,no,1.00
pd/0721.c,pd,0721,5,pd/0721.c,0721,shift_right_2x16_sticky_d5,no,1.00
pd/0738.c,pd,0738,5,pd/0738.c,0738,shift_r3r4_right_1,no,1.00
pd/0756.c,pd,0756,1,pd/0756.c,0756,saturate_all_ones,no,1.00
pd/075D.c,pd,075D,1,pd/075D.c,075D,clear_r4_r7_return_zero,no,1.00
pd/0760.c,pd,0760,3,pd/0760.c,0760,saturate_r4_from_d5_r5_80,no,1.00
pd/0B85.c,pd,0B85,7,pd/0B85.c,0B85,FUN_CODE_0b85,no,1.00
pd/0BAB.c,pd,0BAB,4,pd/0BAB.c,0BAB,read_byte_by_tag_r3,no,1.00
pd/0BC4.c,pd,0BC4,8,pd/0BC4.c,0BC4,read_byte_at_dptr_plus_r1r2_by_tag,no,1.00
pd/0BF1.c,pd,0BF1,11,pd/0BF1.c,0BF1,add_a_into_byte_by_tag_r3,no,1.00
pd/0C13.c,pd,0C13,14,pd/0C13.c,0C13,FUN_CODE_0c13,no,1.00
pd/0C46.c,pd,0C46,5,pd/0C46.c,0C46,write_byte_by_tag_r3,no,1.00
pd/0C58.c,pd,0C58,7,pd/0C58.c,0C58,write_byte_at_dptr_plus_r1r2_by_tag,no,1.00
pd/0C7A.c,pd,0C7A,1,pd/0C7A.c,0C7A,mul_r7_r5_r4_into_r6r7,no,1.00
pd/0C8C.c,pd,0C8C,42,pd/0C8C.c,0C8C,div_u16_by_u16_or_u8,no,1.00
pd/0CF7.c,pd,0CF7,13,pd/0CF7.c,0CF7,FUN_CODE_0cf7,no,1.00
pd/0D0D.c,pd,0D0D,4,pd/0D0D.c,0D0D,read_two_bytes_by_ptr_kind,no,1.00
pd/0D38.c,pd,0D38,8,pd/0D38.c,0D38,read_two_bytes_at_offset_by_ptr_kind,no,1.00
pd/0D70.c,pd,0D70,8,pd/0D70.c,0D70,write_two_bytes_by_ptr_kind,no,1.00
pd/0D8F.c,pd,0D8F,12,pd/0D8F.c,0D8F,write_two_bytes_at_offset_by_ptr_kind,no,1.00
pd/0DBC.c,pd,0DBC,1,pd/0DBC.c,0DBC,add_32bit_r0r3_to_r4r7,no,1.00
pd/0DC9.c,pd,0DC9,17,pd/0DC9.c,0DC9,FUN_CODE_0dc9,no,1.00
pd/0E54.c,pd,0E54,81,pd/0E54.c,0E54,udiv_shift_subtract_core,no,1.00
pd/0EE6.c,pd,0EE6,1,pd/0EE6.c,0EE6,and_32bit_r0r3_r4r7,no,1.00
pd/0EF3.c,pd,0EF3,1,pd/0EF3.c,0EF3,or_32bit_r0r3_r4r7,no,1.00
pd/0F00.c,pd,0F00,1,pd/0F00.c,0F00,negate_32bit_r4r7,no,1.00
pd/0F0E.c,pd,0F0E,8,pd/0F0E.c,0F0E,sub_or_cmp_r0_r7,no,1.00
pd/0F1F.c,pd,0F1F,9,pd/0F1F.c,0F1F,shr_32bit_r4r7_by_r0,no,1.00
pd/0F32.c,pd,0F32,13,pd/0F32.c,0F32,shl_32bit_r4r7_by_r0,no,1.00
pd/0F45.c,pd,0F45,5,pd/0F45.c,0F45,read4_ptr_kind_dispatch,no,1.00
pd/0FAF.c,pd,0FAF,1,pd/0FAF.c,0FAF,read4xdata_to_r4_r7,no,1.00
pd/0FBB.c,pd,0FBB,1,pd/0FBB.c,0FBB,read4_code_to_r4r7,no,1.00
pd/0FCB.c,pd,0FCB,1,pd/0FCB.c,0FCB,load_xdata_to_r0_r1_r2_or_r3,no,1.00
pd/1013.c,pd,1013,26,pd/1013.c,1013,add_32bit_r4r7_into_xdata_at_dptr,no,1.00
pd/1041.c,pd,1041,5,pd/1041.c,1041,write4xdata_from_r4_r7,no,1.00
pd/104D.c,pd,104D,8,pd/104D.c,104D,write4_inline_args,no,1.00
pd/1064.c,pd,1064,2,pd/1064.c,1064,movc_byte_to_xdata,no,1.00
pd/10BC.c,pd,10BC,1,pd/10BC.c,10BC,add_full_product_to_dptr,no,1.00
pd/10C8.c,pd,10C8,1,pd/10C8.c,10C8,read3_xdata_to_r3r1_10c8,no,1.00
pd/10E8.c,pd,10E8,4,pd/10E8.c,10E8,store_3byte_r3r2r1,no,1.00
pd/10F1.c,pd,10F1,1,pd/10F1.c,10F1,read3_code_to_r3r1,no,1.00
pd/10FD.c,pd,10FD,5,pd/10FD.c,10FD,read3_ptr_kind_dispatch,no,1.00
pd/119C.c,pd,119C,9,pd/119C.c,119C,dispatch_code_table,no,1.00
pd/11C2.c,pd,11C2,9,pd/11C2.c,11C2,FUN_CODE_11c2,no,1.00
pd/1229.c,pd,1229,2,pd/1229.c,1229,load_dptr_then_indirect_jump,no,1.00
pd/122D.c,pd,122D,2,pd/122D.c,122D,jmp_code_at_dptr,no,1.00
pd/122F.c,pd,122F,13,pd/122F.c,122F,add_dptr_to_word_0d0e_ea_guard,no,1.00
pd/1253.c,pd,1253,1,pd/1253.c,1253,add_word_0d0e_to_dptr,no,1.00
pd/128D.c,pd,128D,14,pd/128D.c,128D,fill_bytes_by_ptr_kind,no,1.00
pd/12B9.c,pd,12B9,1,pd/12B9.c,12B9,read4_idata_to_r4r7,no,1.00
pd/12C5.c,pd,12C5,1,pd/12C5.c,12C5,read4_xdata_to_r4r7,no,1.00
pd/131B.c,pd,131B,1,pd/131B.c,131B,read3_idata_to_r3r1,no,1.00
pd/132D.c,pd,132D,1,pd/132D.c,132D,read3_xdata_to_r3r1_132d,no,1.00
pd/133F.c,pd,133F,11,pd/133F.c,133F,clear_0807_0808_dispatch_0805,no,1.00
pd/1820.c,pd,1820,7,pd/1820.c,1820,store_r7_12_clear_bit_4d_tailcall,no,1.00
pd/1E4B.c,pd,1E4B,4,pd/1E4B.c,1E4B,read_0803_and_invert,no,1.00
pd/1E9D.c,pd,1E9D,4,pd/1E9D.c,1E9D,flag_from_f4ee,no,1.00
pd/1EFE.c,pd,1EFE,14,pd/1EFE.c,1EFE,FUN_CODE_1efe,no,1.00
pd/2726.c,pd,2726,2,pd/2726.c,2726,invert_r7_after_f407,no,1.00
pd/347B.c,pd,347B,1,pd/347B.c,347B,read_byte_to_r3_stride_60_alt,no,1.00
pd/3494.c,pd,3494,1,pd/3494.c,3494,load_b_60,no,1.00
pd/3497.c,pd,3497,1,pd/3497.c,3497,add_full_product_to_dptr,no,1.00
pd/349B.c,pd,349B,1,pd/349B.c,349B,dph_plus_double_a_349b,no,1.00
pd/34A5.c,pd,34A5,1,pd/34A5.c,34A5,read_byte_to_r7_base_0420,no,1.00
pd/34C9.c,pd,34C9,2,pd/34C9.c,34C9,copy_a_to_r7_zero_r6,no,1.00
pd/34CC.c,pd,34CC,2,pd/34CC.c,34CC,copy_a_to_r5_r4,no,1.00
pd/34CE.c,pd,34CE,2,pd/34CE.c,34CE,copy_a_to_r3,no,1.00
pd/34CF.c,pd,34CF,2,pd/34CF.c,34CF,r2_r1_r0_from_a_ljmp_0f0e,no,1.00
pd/34D6.c,pd,34D6,2,pd/34D6.c,34D6,index_stride_5e_from_07d6,no,1.00
pd/34D9.c,pd,34D9,2,pd/34D9.c,34D9,read_xdata_at_dptr_34d9,no,1.00
pd/34DA.c,pd,34DA,2,pd/34DA.c,34DA,index_5e_fc,no,1.00
pd/34ED.c,pd,34ED,1,pd/34ED.c,34ED,read_xdata_at_dptr_to_r7_34ed,no,1.00
pd/34EF.c,pd,34EF,1,pd/34EF.c,34EF,set_dptr_0424,no,1.00
pd/34F2.c,pd,34F2,1,pd/34F2.c,34F2,add_60a_to_dptr_34f2,no,1.00
pd/34FB.c,pd,34FB,1,pd/34FB.c,34FB,read_byte_to_r7_base_0408,no,1.00
pd/3500.c,pd,3500,1,pd/3500.c,3500,add_60a_to_dptr_3500,no,1.00
pd/3506.c,pd,3506,1,pd/3506.c,3506,set_dptr_0a8b,no,1.00
pd/3509.c,pd,3509,1,pd/3509.c,3509,read_xdata_at_dptr_to_r7_3509,no,1.00
pd/350B.c,pd,350B,1,pd/350B.c,350B,index_5e_f4,no,1.00
pd/352C.c,pd,352C,1,pd/352C.c,352C,write_3bytes_to_0a86,no,1.00
pd/353E.c,pd,353E,1,pd/353E.c,353E,add_60a_to_dptr_353e,no,1.00
pd/3544.c,pd,3544,11,pd/3544.c,3544,zero_5_xdata_bytes,no,1.00
pd/354F.c,pd,354F,6,pd/354F.c,354F,store_a_to_5_xdata_bytes,no,1.00
pd/3565.c,pd,3565,1,pd/3565.c,3565,dptr_0418_plus_60a,no,1.00
pd/357E.c,pd,357E,1,pd/357E.c,357E,read_byte_to_r3_stride_60,no,1.00
pd/35AC.c,pd,35AC,1,pd/35AC.c,35AC,dptr_0428_plus_60a,no,1.00
pd/35DA.c,pd,35DA,5,pd/35DA.c,35DA,store_2byte_r6r7_then_0x10c8,no,1.00
pd/35E8.c,pd,35E8,1,pd/35E8.c,35E8,dptr_0400_plus_60a,no,1.00
pd/35FF.c,pd,35FF,1,pd/35FF.c,35FF,read_07d2_to_r3,no,1.00
pd/3604.c,pd,3604,1,pd/3604.c,3604,index_5e_f6,no,1.00
pd/3621.c,pd,3621,1,pd/3621.c,3621,add_60a_to_dptr_3621,no,1.00
pd/3627.c,pd,3627,1,pd/3627.c,3627,add_r6_to_dpl,no,1.00
pd/362A.c,pd,362A,2,pd/362A.c,362A,add_carry_into_dph,no,1.00
pd/3632.c,pd,3632,1,pd/3632.c,3632,set_dptr_042f_then_fall_through,no,1.00
pd/3635.c,pd,3635,1,pd/3635.c,3635,tail_jump_10bc_with_b_60,no,1.00
pd/363E.c,pd,363E,1,pd/363E.c,363E,load_a_from_r7_then_tail_10bc,no,1.00
pd/364A.c,pd,364A,2,pd/364A.c,364A,mul_by_17_add_2d_split_dpl,no,1.00
pd/3655.c,pd,3655,2,pd/3655.c,3655,write_dph_call_0faf_return_r7,no,1.00
pd/365C.c,pd,365C,1,pd/365C.c,365C,scale_dptr_from_dptr_byte,no,1.00
pd/366E.c,pd,366E,2,pd/366E.c,366E,write_xdata_then_set_r5_2,no,1.00
pd/3689.c,pd,3689,1,pd/3689.c,3689,read_0a8b_then_tail_10bc,no,1.00
pd/36B9.c,pd,36B9,1,pd/36B9.c,36B9,read_xdata_to_r3_set_dptr_0400,no,1.00
pd/36C2.c,pd,36C2,1,pd/36C2.c,36C2,read_0803_0804_to_r7_r5,no,1.00
pd/36CB.c,pd,36CB,2,pd/36CB.c,36CB,read_07d6_tail_0c7a,no,1.00
pd/36E6.c,pd,36E6,2,pd/36E6.c,36E6,call_0f1f_then_fall_through,no,1.00
pd/36E9.c,pd,36E9,1,pd/36E9.c,36E9,mask_r7_to_bit0_clear_r4_r5_r6,no,1.00
pd/36F2.c,pd,36F2,1,pd/36F2.c,36F2,setup_3byte_store_r3r2r1_at_0807,no,1.00
pd/3706.c,pd,3706,1,pd/3706.c,3706,set_r2_07_r1_d3_tail_10e8,no,1.00
pd/3720.c,pd,3720,1,pd/3720.c,3720,read_xdata_to_r7_set_r3_r2,no,1.00
pd/373C.c,pd,373C,1,pd/373C.c,373C,scaled_lookup_from_07d2,no,1.00
